"id","activity_scheduled_time","activity_start_time","activity_end_time","press_next_time","press_back_time","press_undo_time","press_skip_time","press_done_time","response_option_selection_time","secret_user_id","user_id","activity_id","activity_flow","activity_name","item","prompt","response","options","version"
"6306f8ad9242642795087728","not scheduled","1661400966959","1661401256462","","","","","","1661401206105","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall1","Now please draw the same spiral from memory, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. You will do this three times.","filename: 6306f8ae924264279508772a-62f6b2e4acd35a39e99b6c32-spiral_recall1","","6.3.48"
"6306f8ad9242642795087728","not scheduled","1661400966959","1661401256462","1661401207122","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall1","Now please draw the same spiral from memory, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. You will do this three times.","","","6.3.48"
"6306f8ad9242642795087728","not scheduled","1661400966959","1661401256462","","","","","","1661401234133","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall2","Now please draw the same spiral from memory, again, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. ","filename: 6306f8af924264279508772b-62f6b2e4acd35a39e99b6c32-spiral_recall2","","6.3.48"
"6306f8ad9242642795087728","not scheduled","1661400966959","1661401256462","1661401235112","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall2","Now please draw the same spiral from memory, again, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. ","","","6.3.48"
"6306f8ad9242642795087728","not scheduled","1661400966959","1661401256462","","","","","","1661401255233","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall3","Now please draw the same spiral from memory, again, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. ","filename: 6306f8af9242642795087730-62f6b2e4acd35a39e99b6c32-spiral_recall3","","6.3.48"
"6306f8ad9242642795087728","not scheduled","1661400966959","1661401256462","","","","","1661401256263","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall3","Now please draw the same spiral from memory, again, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. ","","","6.3.48"
"6306f771924264279508771f","not scheduled","1661400711873","1661400941805","","","","","","1661400807494","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace1","Start by placing the point of the pen at the center of the spiral (S), and trace out along the dashed blue line to the end of the sprial (E).  Try to stay on the dashed blue line while tracing. You will do this five times. ","filename: 6306f7729242642795087727-62f6b2e4acd35a39e99b6c32-spiral_trace1","","6.3.48"
"6306f771924264279508771f","not scheduled","1661400711873","1661400941805","1661400808882","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace1","Start by placing the point of the pen at the center of the spiral (S), and trace out along the dashed blue line to the end of the sprial (E).  Try to stay on the dashed blue line while tracing. You will do this five times. ","","","6.3.48"
"6306f771924264279508771f","not scheduled","1661400711873","1661400941805","","","","","","1661400814723","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace2","Please trace the line again. Start at the center of the spiral (S), and end at (E).  Try to stay on the dashed blue line while tracing. ","filename: 6306f7729242642795087720-62f6b2e4acd35a39e99b6c32-spiral_trace2","","6.3.48"
"6306f771924264279508771f","not scheduled","1661400711873","1661400941805","1661400815709","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace2","Please trace the line again. Start at the center of the spiral (S), and end at (E).  Try to stay on the dashed blue line while tracing. ","","","6.3.48"
"6306f771924264279508771f","not scheduled","1661400711873","1661400941805","","","","","","1661400870882","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace3","Please trace the line again. Start at the center of the spiral(S), and end at (E).  Try to stay on the dashed blue line while tracing.  ","filename: 6306f7729242642795087724-62f6b2e4acd35a39e99b6c32-spiral_trace3","","6.3.48"
"6306f771924264279508771f","not scheduled","1661400711873","1661400941805","1661400872103","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace3","Please trace the line again. Start at the center of the spiral(S), and end at (E).  Try to stay on the dashed blue line while tracing.  ","","","6.3.48"
"6306f771924264279508771f","not scheduled","1661400711873","1661400941805","","","","","","1661400895448","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace4","Please trace the line again. Start at the center of the spiral(S), and end at (E).  Try to stay on the dashed blue line while tracing.  ","filename: 6306f7729242642795087726-62f6b2e4acd35a39e99b6c32-spiral_trace4","","6.3.48"
"6306f771924264279508771f","not scheduled","1661400711873","1661400941805","1661400896621","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace4","Please trace the line again. Start at the center of the spiral(S), and end at (E).  Try to stay on the dashed blue line while tracing.  ","","","6.3.48"
"6306f771924264279508771f","not scheduled","1661400711873","1661400941805","","","","","","1661400913299","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace5","Please trace the line again. Start at the center of the spiral(S), and end at (E).  Try to stay on the dashed blue line while tracing.  ","filename: 6306f7729242642795087725-62f6b2e4acd35a39e99b6c32-spiral_trace5","","6.3.48"
"6306f771924264279508771f","not scheduled","1661400711873","1661400941805","1661400914362","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace5","Please trace the line again. Start at the center of the spiral(S), and end at (E).  Try to stay on the dashed blue line while tracing.  ","","","6.3.48"
"6306f771924264279508771f","not scheduled","1661400711873","1661400941805","","","","","","1661400916289","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall1","Now please draw the same spiral from memory, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. You will do this three times.","filename: 6306f7729242642795087722-62f6b2e4acd35a39e99b6c32-spiral_recall1","","6.3.48"
"6306f771924264279508771f","not scheduled","1661400711873","1661400941805","1661400917293","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall1","Now please draw the same spiral from memory, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. You will do this three times.","","","6.3.48"
"6306f771924264279508771f","not scheduled","1661400711873","1661400941805","","","","","","1661400923435","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall2","Now please draw the same spiral from memory, again, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. ","filename: 6306f7729242642795087721-62f6b2e4acd35a39e99b6c32-spiral_recall2","","6.3.48"
"6306f771924264279508771f","not scheduled","1661400711873","1661400941805","1661400924338","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall2","Now please draw the same spiral from memory, again, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. ","","","6.3.48"
"6306f771924264279508771f","not scheduled","1661400711873","1661400941805","","","","","","1661400940675","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall3","Now please draw the same spiral from memory, again, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. ","filename: 6306f7729242642795087723-62f6b2e4acd35a39e99b6c32-spiral_recall3","","6.3.48"
"6306f771924264279508771f","not scheduled","1661400711873","1661400941805","","","","","1661400941607","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall3","Now please draw the same spiral from memory, again, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. ","","","6.3.48"
"6303f1a39242645e4690c16a","not scheduled","1661202827542","1661202851099","1661202844006","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f64","","ReyCopy_iPad","rey_o_instruct1","In this task you will be asked to copy this design.![rey_figure.png](https://mindlogger-applet-contents.s3.amazonaws.com/images/2bnito31diV8yoBZW4aPsF.png)","","","6.3.48"
"6303f1a39242645e4690c16a","not scheduled","1661202827542","1661202851099","1661202845498","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f64","","ReyCopy_iPad","rey_o_instruct2"," Do not worry if your copy is not perfect. ![rey_figure.png](https://mindlogger-applet-contents.s3.amazonaws.com/images/2bnito31diV8yoBZW4aPsF.png)","","","6.3.48"
"6303f1a39242645e4690c16a","not scheduled","1661202827542","1661202851099","1661202846074","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f64","","ReyCopy_iPad","rey_o_instruct3","Just do the best that you can to copy the figure as accurately as possible.![rey_figure.png](https://mindlogger-applet-contents.s3.amazonaws.com/images/2bnito31diV8yoBZW4aPsF.png)","","","6.3.48"
"6303f1a39242645e4690c16a","not scheduled","1661202827542","1661202851099","","","","","","1661202848480","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f64","","ReyCopy_iPad","rey_o_copy"," ","filename: 6303f1a39242645e4690c16b-62f6b2e4acd35a39e99b6c32-rey_o_copy","","6.3.48"
"6303f1a39242645e4690c16a","not scheduled","1661202827542","1661202851099","1661202849041","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f64","","ReyCopy_iPad","rey_o_copy"," ","","","6.3.48"
"6303f1a39242645e4690c16a","not scheduled","1661202827542","1661202851099","","","","","","1661202850461","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f64","","ReyCopy_iPad","rey_o_immediate_recall","Please draw as much as you can remember of the design as accurately as possible.","filename: 6303f1a39242645e4690c16c-62f6b2e4acd35a39e99b6c32-rey_o_immediate_recall","","6.3.48"
"6303f1a39242645e4690c16a","not scheduled","1661202827542","1661202851099","","","","","1661202851001","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f64","","ReyCopy_iPad","rey_o_immediate_recall","Please draw as much as you can remember of the design as accurately as possible.","","","6.3.48"
"6303f1329242645e4690c161","not scheduled","1661202412292","1661202737526","","","","","","1661202417296","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace1","Start by placing the point of the pen at the center of the spiral (S), and trace out along the dashed blue line to the end of the sprial (E).  Try to stay on the dashed blue line while tracing. You will do this five times. ","filename: 6303f1329242645e4690c162-62f6b2e4acd35a39e99b6c32-spiral_trace1","","6.3.48"
"6303f1329242645e4690c161","not scheduled","1661202412292","1661202737526","1661202418185","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace1","Start by placing the point of the pen at the center of the spiral (S), and trace out along the dashed blue line to the end of the sprial (E).  Try to stay on the dashed blue line while tracing. You will do this five times. ","","","6.3.48"
"6303f1329242645e4690c161","not scheduled","1661202412292","1661202737526","","","","","","1661202427537","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace2","Please trace the line again. Start at the center of the spiral (S), and end at (E).  Try to stay on the dashed blue line while tracing. ","filename: 6303f1329242645e4690c167-62f6b2e4acd35a39e99b6c32-spiral_trace2","","6.3.48"
"6303f1329242645e4690c161","not scheduled","1661202412292","1661202737526","1661202428474","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace2","Please trace the line again. Start at the center of the spiral (S), and end at (E).  Try to stay on the dashed blue line while tracing. ","","","6.3.48"
"6303f1329242645e4690c161","not scheduled","1661202412292","1661202737526","","","","","","1661202435604","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace3","Please trace the line again. Start at the center of the spiral(S), and end at (E).  Try to stay on the dashed blue line while tracing.  ","filename: 6303f1329242645e4690c166-62f6b2e4acd35a39e99b6c32-spiral_trace3","","6.3.48"
"6303f1329242645e4690c161","not scheduled","1661202412292","1661202737526","1661202436362","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace3","Please trace the line again. Start at the center of the spiral(S), and end at (E).  Try to stay on the dashed blue line while tracing.  ","","","6.3.48"
"6303f1329242645e4690c161","not scheduled","1661202412292","1661202737526","","","","","","1661202469839","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace4","Please trace the line again. Start at the center of the spiral(S), and end at (E).  Try to stay on the dashed blue line while tracing.  ","filename: 6303f1329242645e4690c164-62f6b2e4acd35a39e99b6c32-spiral_trace4","","6.3.48"
"6303f1329242645e4690c161","not scheduled","1661202412292","1661202737526","1661202470774","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace4","Please trace the line again. Start at the center of the spiral(S), and end at (E).  Try to stay on the dashed blue line while tracing.  ","","","6.3.48"
"6303f1329242645e4690c161","not scheduled","1661202412292","1661202737526","","","","","","1661202492220","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace5","Please trace the line again. Start at the center of the spiral(S), and end at (E).  Try to stay on the dashed blue line while tracing.  ","filename: 6303f1339242645e4690c169-62f6b2e4acd35a39e99b6c32-spiral_trace5","","6.3.48"
"6303f1329242645e4690c161","not scheduled","1661202412292","1661202737526","1661202495096","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace5","Please trace the line again. Start at the center of the spiral(S), and end at (E).  Try to stay on the dashed blue line while tracing.  ","","","6.3.48"
"6303f1329242645e4690c161","not scheduled","1661202412292","1661202737526","","","","","","1661202588681","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall1","Now please draw the same spiral from memory, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. You will do this three times.","filename: 6303f1329242645e4690c165-62f6b2e4acd35a39e99b6c32-spiral_recall1","","6.3.48"
"6303f1329242645e4690c161","not scheduled","1661202412292","1661202737526","1661202595736","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall1","Now please draw the same spiral from memory, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. You will do this three times.","","","6.3.48"
"6303f1329242645e4690c161","not scheduled","1661202412292","1661202737526","","","","","","1661202698262","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall2","Now please draw the same spiral from memory, again, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. ","filename: 6303f1329242645e4690c163-62f6b2e4acd35a39e99b6c32-spiral_recall2","","6.3.48"
"6303f1329242645e4690c161","not scheduled","1661202412292","1661202737526","1661202699492","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall2","Now please draw the same spiral from memory, again, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. ","","","6.3.48"
"6303f1329242645e4690c161","not scheduled","1661202412292","1661202737526","","","","","","1661202736612","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall3","Now please draw the same spiral from memory, again, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. ","filename: 6303f1329242645e4690c168-62f6b2e4acd35a39e99b6c32-spiral_recall3","","6.3.48"
"6303f1329242645e4690c161","not scheduled","1661202412292","1661202737526","","","","","1661202737422","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall3","Now please draw the same spiral from memory, again, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. ","","","6.3.48"
"6303efe19242645e4690c158","not scheduled","1661201999048","1661202399656","","","","","","1661202056352","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace1","Start by placing the point of the pen at the center of the spiral (S), and trace out along the dashed blue line to the end of the sprial (E).  Try to stay on the dashed blue line while tracing. You will do this five times. ","filename: 6303efe19242645e4690c15d-62f6b2e4acd35a39e99b6c32-spiral_trace1","","6.3.48"
"6303efe19242645e4690c158","not scheduled","1661201999048","1661202399656","1661202062931","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace1","Start by placing the point of the pen at the center of the spiral (S), and trace out along the dashed blue line to the end of the sprial (E).  Try to stay on the dashed blue line while tracing. You will do this five times. ","","","6.3.48"
"6303efe19242645e4690c158","not scheduled","1661201999048","1661202399656","","","","","","1661202116551","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace2","Please trace the line again. Start at the center of the spiral (S), and end at (E).  Try to stay on the dashed blue line while tracing. ","filename: 6303efe19242645e4690c159-62f6b2e4acd35a39e99b6c32-spiral_trace2","","6.3.48"
"6303efe19242645e4690c158","not scheduled","1661201999048","1661202399656","1661202122480","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace2","Please trace the line again. Start at the center of the spiral (S), and end at (E).  Try to stay on the dashed blue line while tracing. ","","","6.3.48"
"6303efe19242645e4690c158","not scheduled","1661201999048","1661202399656","","","","","","1661202145601","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace3","Please trace the line again. Start at the center of the spiral(S), and end at (E).  Try to stay on the dashed blue line while tracing.  ","filename: 6303efe19242645e4690c15b-62f6b2e4acd35a39e99b6c32-spiral_trace3","","6.3.48"
"6303efe19242645e4690c158","not scheduled","1661201999048","1661202399656","1661202146937","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace3","Please trace the line again. Start at the center of the spiral(S), and end at (E).  Try to stay on the dashed blue line while tracing.  ","","","6.3.48"
"6303efe19242645e4690c158","not scheduled","1661201999048","1661202399656","","","","","","1661202271874","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace4","Please trace the line again. Start at the center of the spiral(S), and end at (E).  Try to stay on the dashed blue line while tracing.  ","filename: 6303efe19242645e4690c15e-62f6b2e4acd35a39e99b6c32-spiral_trace4","","6.3.48"
"6303efe19242645e4690c158","not scheduled","1661201999048","1661202399656","1661202276640","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace4","Please trace the line again. Start at the center of the spiral(S), and end at (E).  Try to stay on the dashed blue line while tracing.  ","","","6.3.48"
"6303efe19242645e4690c158","not scheduled","1661201999048","1661202399656","","","","","","1661202333275","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace5","Please trace the line again. Start at the center of the spiral(S), and end at (E).  Try to stay on the dashed blue line while tracing.  ","filename: 6303efe19242645e4690c15c-62f6b2e4acd35a39e99b6c32-spiral_trace5","","6.3.48"
"6303efe19242645e4690c158","not scheduled","1661201999048","1661202399656","1661202334447","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_trace5","Please trace the line again. Start at the center of the spiral(S), and end at (E).  Try to stay on the dashed blue line while tracing.  ","","","6.3.48"
"6303efe19242645e4690c158","not scheduled","1661201999048","1661202399656","","","","","","1661202379808","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall1","Now please draw the same spiral from memory, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. You will do this three times.","filename: 6303efe19242645e4690c160-62f6b2e4acd35a39e99b6c32-spiral_recall1","","6.3.48"
"6303efe19242645e4690c158","not scheduled","1661201999048","1661202399656","1661202381340","","","","","","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall1","Now please draw the same spiral from memory, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. You will do this three times.","","","6.3.48"
"6303efe19242645e4690c158","not scheduled","1661201999048","1661202399656","","","","","","1661202393985","[admin account] (binarybottle@gmail.com)","62f6b2e4acd35a39e99b6c32","61f34d2662485608c74c1f66","","Spiral_iPad","spiral_recall2","Now please draw the same spiral from memory, again, as best you can. Start at the center (S), and end at (E). Don’t worry if you can’t make a perfect spiral. Just do the best you can. ","filename: 6303efe19242645e4690c15f-62f6b2e4acd35a39e99b6c32-spiral_recall2","","6.3.48"
